"PSLCODE 1250";"9 1";"4 2";"Source Access Key";"Target Access Key"
"0C8050EB/47/0";"Supported files";"支持的文件";;
"0C8050EB/48/0";"_ai";"_AI";;
"00C60EA1/5/0";"TextLabel";"TextLabel";;
"00C60EA1/18/0";"Foxit eSign";"福昕电子签章";;
"00C60EA1/19/0";"Please wait while getting signatures from the server";"正在从服务器获取签名，请等待。";;
"00C60EA1/20/0";"Options";"选项";;
"00C60EA1/21/0";"&amp;Convert signature to black &amp;&amp; white";"将签名转换为黑白色(&amp;C)";;
"00C60EA1/22/0";"&amp;Keep original size";"保留原始大小(&amp;K)";;
"00C60EA1/23/0";"Disc&amp;ard this signature when program closes";"程序关闭时废弃签名(&amp;A)";;
"00C60EA1/25/0";"&amp;Require password to use this signature";"使用该签名需要密码(&amp;R)";;
"00C60EA1/26/0";"&amp;Password";"密码(&amp;P)";;
"00C60EA1/27/0";"Con&amp;firm Password";"确认密码(&amp;F)";;
"00C60EA1/28/0";"OK";"确定";;
"00C60EA1/29/0";"Cancel";"取消";;
"00C60EA1/30/0";"Signature";"签名";;
"00C60EA1/31/0";"Select a page you preferred from the document as your Signature";"从文档中选择一个页面作为您的签名";;
"00C60EA1/32/0";"Sample";"范例";;
"00C60EA1/33/0";"TextLabel";"TextLabel";;
"00C60EA1/34/0";"Ink Sign";"手写签名";;
"00C60EA1/35/0";"&amp;Flatten the document when applying all signatures";"当应用所有签名时，对文档执行扁平化(&amp;F)";;
"00C60EA1/38/0";"Password";"密码";;
"00C60EA1/40/0";"Open password:";"打开密码：";;
"00C60EA1/39/0";"Usage of signature profile is protected and cannot be applied without providing the correct password.";"签名使用受保护，没有正确的密码无法应用签名。";;
"00C60EA1/66/0";"OK";"确定";;
"00C60EA1/67/0";"Cancel";"取消";;
"00C60EA1/42/0";"TextLabel";"TextLabel";;
"00C60EA1/41/0";"Signature";"签名";;
"00C60EA1/43/0";"Manage Signatures";"管理签名";;
"00C60EA1/44/0";"All styles";"全部类型";;
"00C60EA1/45/0";"Signature";"签名";;
"00C60EA1/60/0";"&amp;Add";"添加(&amp;A)";;
"00C60EA1/47/0";"Create Signature";"创建签名";;
"00C60EA1/61/0";"Save &amp;online";"在线保存(&amp;O)";;
"00C60EA1/62/0";"Move &amp;up";"上移(&amp;U)";;
"00C60EA1/63/0";"Move &amp;down";"下移(&amp;D)";;
"00C60EA1/64/0";"&amp;OK";"确定(&amp;O)";;
"00C60EA1/65/0";"&amp;Close";"关闭(&amp;C)";;
"00C60EA1/50/0";"Edit Signature";"编辑签名";;
"00C60EA1/68/0";"&amp;Type";"输入(&amp;T)";;
"00C60EA1/69/0";"&amp;Draw";"绘制(&amp;D)";;
"00C60EA1/70/0";"&amp;Import";"导入(&amp;I)";;
"00C60EA1/71/0";"&amp;Paste";"粘贴(&amp;P)";;
"00C60EA1/72/0";"&amp;Online";"在线(&amp;O)";;
"00C60EA1/73/0";"Optio&amp;ns";"选项(&amp;N)";;
"00C60EA1/74/0";"O&amp;K";"确定(&amp;K)";;
"00C60EA1/75/0";"&amp;Cancel";"取消(&amp;C)";;
"00C47C36/1/0";"The InkSign plugin is used to fill out the flat form or sign the document.";"InkSign插件用于填写平面表格或在文档上签名。";;
"00C47C36/2/0";"Copyright ? 2022-2026 Foxit Software Inc. All Rights Reserved.";"2022-2026 福昕软件 版权所有。";;
"00C47C36/3/0";"&amp;Cancel";"取消(&amp;C)";;
"00C47C36/4/0";"&amp;OK";"确定(&amp;O)";;
"00C47C36/6/0";"Apply all signatures to documents";"将全部签名应用到文档";;
"00C47C36/7/0";"Apply All Signatures";"应用所有签名";;
"00C47C36/9/0";"Modify Signature style";"修改签名样式";;
"00C47C36/10/0";"Manage Signatures";"管理签名";;
"00C47C36/12/0";"All Supported Files|*.pdf; *.bmp; *.gif; *.jpg; *.jpeg; *.jpe; *.png; *.tif; *.tiff|PDF Files(*.pdf)|*.pdf|Image Files(*.bmp; *.gif;  *.jpg; *.jpeg; *.jpe; *.png; *.tif; *.tiff)|*.bmp; *.gif; *.jpg; *.jpeg; *.jpe; *.png; *.tif; *.tiff||";"所有可支持的文件|*.pdf; *.bmp; *.gif; *.jpg; *.jpeg; *.jpe; *.png; *.tif; *.tiff|PDF文件(*.pdf)|*.pdf|图像文件(*.bmp; *.gif;  *.jpg; *.jpeg; *.jpe; *.png; *.tif; *.tiff)|*.bmp; *.gif; *.jpg; *.jpeg; *.jpe; *.png; *.tif; *.tiff||";;
"00C47C36/112/0";"Apply Signature";"应用签名";;
"00C47C36/125/0";"Select Yes to apply the Page-crossing Seal. This operation cannot be undone. Do you want to proceed?";"选择“是”以应用骑缝章。该操作无法撤销。您是否想要继续？";;
"00C47C36/119/0";"&amp;Add";"添加(&amp;A)";;
"00C47C36/121/0";"A seal crosses the edges of the pages in the document to keep its integrality.";"在文件的页边盖上印章以保持文件的完整性。";;
"00C47C36/120/0";"Page-crossing seal";"骑缝章";;
"00C47C36/124/0";"Don&apos;t show again";"不再显示";;
"00C47C36/123/0";"Please choose the signature you want to sign.";"请选择您想要签署的签章。";;
"00C47C36/13/0";"PDF Sign";"PDF签名";;
"00C47C36/113/0";"If checked, selected sign can be used continuously after each use";"如勾选，选定的标志可在每次使用后连续使用";;
"00C47C36/114/0";"Keep Tool Selected";"保持工具选择";;
"00C47C36/16/0";"This file is a PDF Portfolio, please select a single PDF to continue.";"该文件是个文件包，请选择一个单独的PDF文件后继续。";;
"00C47C36/127/0";"Page %d%[1] / %d%[2]:";"页面 %d%[1] / %d%[2]：";;
"00C47C36/19/0";"Flattening Pages...";"扁平化页面...";;
"00C47C36/20/0";"Stamp";"图章";;
"00C47C36/21/0";"The eSign signature process has already started, please complete it before using this feature.";"电子签章流程已经启动了，在使用此功能前请先完成它。";;
"00C47C36/24/0";"Change Style";"更改类型";;
"00C47C36/25/0";"The Clipboard is empty.";"剪贴板为空。";;
"00C47C36/26/0";"Create Signature";"创建签名";;
"00C47C36/27/0";"Delete";"删除";;
"00C47C36/29/0";"Apply All";"应用所有签名";;
"00C47C36/30/0";"Apply all signatures will flatten the whole document. This will embed all signatures, form fields, and other annotations into the document. You can change this setting in Preferences -&gt; PDF Sign.";"应用所有签名将会对整个文档执行扁平化。这将使得所有签名、文本对象和其它标注被嵌入到文档中，您可以在“偏好设置-&gt;PDF签名”位置更改设置。";;
"00C47C36/31/0";"Change Setting";"更改设置";;
"00C47C36/32/0";"Continue Applying";"继续应用";;
"00C47C36/33/0";"Discard";"放弃";;
"00C47C36/34/0";"There are signatures that have not been applied. What do you want to do with them?";"尚有签名未被应用。您想要如何操作？";;
"00C47C36/35/0";"Try again";"重试";;
"00C47C36/36/0";"Failed to upload the signed document. Do you want to try again? Please note that the signature will be invalid if you click &quot;Cancel&quot;.";"无法上传签名后的文档。您是否想要重试？请注意如果您点击“取消”，签名将不会生效。";;
"00C47C36/39/0";"Draw signature";"绘制签名";;
"00C47C36/40/0";"Edit";"编辑";;
"00C47C36/41/0";"Edit Signature";"编辑签名";;
"00C47C36/42/0";"The type of file you have selected is not supported. Please select another file.";"不支持你选择的这种类型的文件，请选择其它文件。";;
"00C47C36/44/0";"Full Name";"全名";;
"00C47C36/47/0";"Upload Signature";"上传签名";;
"00C47C36/48/0";"Initial";"初始";;
"00C47C36/49/0";"Ink Sign";"手写签名";;
"00C47C36/52/0";"The signature needs to be created at first.";"首先需要创建签名。";;
"00C47C36/54/0";"The image is not a supported format.";"不支持这种图片格式";;
"00C47C36/55/0";"Download Initials";"下载缩写";;
"00C47C36/56/0";"Download Signature";"下载签名";;
"00C47C36/57/0";"Paste";"粘贴";;
"00C47C36/59/0";"Snapshot a signature and paste";"截图签名并粘贴";;
"00C47C36/60/0";"An incorrect password was provided for fill&amp;&amp;sign profile. Please check the password and try again.";"您为填写&amp;&amp;签名文件提供了一个错误的密码。\n请检查密码后重试。";;
"00C47C36/61/0";"Do you want to remove the signature?";"您是否想要移除该签名？";;
"00C47C36/62/0";"Replace";"替换";;
"00C47C36/69/0";"Please click &quot;Apply all signatures&quot; to complete the signing process.";"请点击“应用所有签名”以完成签名过程。";;
"00C47C36/71/0";"Please type your signature";"请输入您的签名";;
"00C47C36/72/0";"Please type your initials";"请输入您的缩写";;
"00C47C36/74/0";"Ink signature is not supported in the signed document.";"签名文档不支持手写签名。";;
"00C47C36/78/0";"Please make sure that the passwords match and are not empty.";"请确认密码是匹配的且非空。";;
"00C47C36/80/0";"Signature List";"签名列表";;
"00C47C36/81/0";"When you save a form with a signature or initials you will no longer be able to edit the existing form fields.";"当您保存了一份包含签名或者缩写的表单后，您将不再可以编辑已存在的表单域。";;
"00C47C36/86/0";"Preferences";"偏好设置";;
"00C47C36/117/0";"Signature";"签名";;
"00C47C36/116/0";"All Fonts";"全部字体";;
"00C47C36/115/0";"Recommended Fonts";"建议的字体";;
"00C47C36/118/0";"Switch color";"切换颜色";;
"00C47C36/87/0";"The current document is protected, you can not create signatures.";"当前文档被保护，您不能创建签名。";;
"00C47C36/111/0";"Online Signature";"在线签名";;
"00C47C36/92/0";"Properties";"属性";;
"00C47C36/93/0";"Sign";"签名";;
"00C47C36/97/0";"All signatures, form fields, and other annotations will be embedded into the document. This operation cannot be undone. Do you want to proceed?";"所有签名、文本对象和其它标注将会被嵌入到文档中。该操作无法被撤销。您是否想要继续？";;
"00C47C36/98/0";"Download failed.";"下载失败。";;
"00C47C36/109/0";"Loading...";"正在加载...";;
"00C47C36/110/0";"Set Current Size as Default";"设置当前大小为默认";;
"00C47C36/99/0";"Failed to upload signature to cloud, please try again.";"无法将签名上传到云端，请重试。";;
"00C47C36/100/0";"Upload signature to cloud successfully.";"已成功将签名上传到云端。";;
"00C47C36/101/0";"The default signature style has been changed, it is suggested to apply the existing signatures on your PDF before placing a new signature in new signature style. Do you want to apply the existing signatures?";"默认签名样式已更改，建议在以新签名样式放置新签名之前，先在PDF文档上应用现有签名。您想应用现有的签名吗？";;
"00C47C36/102/0";"This will embed all signatures, form fields, and other annotations into the document.";"这将使得所有签名、文本对象和其它标注对象被嵌入到文档中。";;
"00C47C36/103/0";"%d%[1] out of %d%[2] images";"第%d%[1] 个，共 %d%[2]个图像";;
"00C47C36/104/0";"Create &apos;%ls&apos;";"创建“%ls”";;
"00C47C36/105/0";"Move &apos;%ls&apos;";"移动“%ls”";;
"00C47C36/107/0";"Updating data";"正在更新数据";;
"09FB4234/1/0";"Import as Layer";"导入为图层";;
"09FB4234/2/0";"Source";"来源";;
"09FB4234/3/0";"File:";"文件：";;
"09FB4234/4/0";"Browse...";"浏览...";;
"09FB4234/5/0";"Page number:";"页数：";;
"09FB4234/6/0";"Import Options";"导入选项";;
"09FB4234/7/0";"Create new layer";"创建新图层";;
"09FB4234/8/0";"Add to group:";"添加到组：";;
"09FB4234/9/0";"Copy layers from source";"从源复制图层";;
"09FB4234/10/0";"Add to existing layer";"添加到现有图层";;
"09FB4234/11/0";"Position";"位置";;
"09FB4234/15/0";"Rotation:";"旋转角度：";;
"09FB4234/14/0";"Scale:";"比例：";;
"09FB4234/12/0";"%";"%";;
"09FB4234/13/0";"?";"°";;
"09FB4234/16/0";"Vertical:";"纵向：";;
"09FB4234/17/0";"from";"从";;
"09FB4234/18/0";"Horizontal:";"横向：";;
"09FB4234/19/0";"Appearance";"外观";;
"09FB4234/21/0";"Opacity:";"不透明度：";;
"09FB4234/20/0";"Order:";"顺序：";;
"09FB4234/22/0";"Preview";"预览";;
"09FB4234/23/0";"Target page number:";"目标页码";;
"09FB4234/26/0";"Layer Properties";"图层属性";;
"09FB4234/30/0";"Layer Name:";"图层名称：";;
"09FB4234/27/0";"Intent:";"意图：";;
"09FB4234/28/0";"Default state:";"默认状态：";;
"09FB4234/29/0";"View";"视图";;
"09FB4234/31/0";"Reference";"引用";;
"09FB4234/32/0";"Locked";"锁定";;
"09FB4234/33/0";"Initial State";"初始状态";;
"09FB4234/34/0";"Visibility:";"可见性：";;
"09FB4234/35/0";"Print:";"打印：";;
"09FB4234/36/0";"Export:";"导出：";;
"09FB4234/39/0";"Merge Layers";"合并图层";;
"09FB4234/40/0";"Layers to be merged:";"要合并的图层：";;
"09FB4234/41/0";"Add";"添加";;
"09FB4234/42/0";"Remove";"移除";;
"09FB4234/43/0";"Add All";"全部添加";;
"09FB4234/44/0";"Remove All";"全部移除";;
"09FB4234/45/0";"Target Layer to merge into:";"目标图层合并至：";;
"002A79B1/70/0";"The plugin is used to manage page layers.";"该插件用于管理页面图层。";;
"002A79B1/71/0";"Copyright ? 2010-2026 Foxit Software Inc. All Rights Reserved.";"2010-2026 福昕软件 版权所有。";;
"002A79B1/73/0";"&amp;Cancel";"取消(&amp;C)";;
"002A79B1/72/0";"&amp;OK";"确定(&amp;O)";;
"002A79B1/74/0";"&amp;Reset";"重置(&amp;R)";;
"002A79B1/129/0";"Apply &amp;Export Overrides";"应用导出优先(&amp;E)";;
"002A79B1/130/0";"Apply &amp;Layer Overrides";"应用图层优先(&amp;L)";;
"002A79B1/128/0";"Apply &amp;Print Overrides";"应用打印优先(&amp;P)";;
"002A79B1/127/0";"C&amp;ollapse All";"收起(&amp;O)";;
"002A79B1/134/0";"&amp;Delete Layer";"删除图层(&amp;D)";;
"002A79B1/126/0";"E&amp;xpand All";"展开(&amp;X)";;
"002A79B1/133/0";"&amp;Flatten Layers";"拼合图层(&amp;F)";;
"002A79B1/131/0";"&amp;Import as Layer...";"导入为图层(&amp;I)";;
"002A79B1/132/0";"&amp;Merge Layers...";"合并图层(&amp;M)...";;
"002A79B1/138/0";"&amp;Properties...";"属性(&amp;P)...";;
"002A79B1/125/0";"&amp;Reset to Initial Visibility";"重置为初始可见性(&amp;R)";;
"002A79B1/136/0";"&amp;Show Layer";"显示图层(&amp;S)";;
"002A79B1/123/0";"List Layers for &amp;All Pages";"列出所有页面的图层(&amp;A)";;
"002A79B1/124/0";"List Layers for &amp;Visible Pages";"列出可见页面的图层(&amp;V)";;
"002A79B1/75/0";"Manage page layers";"管理页面图层";;
"002A79B1/76/0";"Always Exports";"总是导出";;
"002A79B1/77/0";"Always Prints";"总是打印";;
"002A79B1/78/0";"This layer has been disabled because export overrides are being applied.";"此图层已被禁用，因为已应用导出优先。";;
"002A79B1/79/0";"This layer has been disabled because layer overrides are being applied.";"此图层已被禁用，因为已应用图层优先。";;
"002A79B1/80/0";"This layer has been disabled because print overrides are being applied.";"此图层已被禁用，因为已应用打印优先。";;
"002A79B1/81/0";"Always Visible";"总是可见";;
"002A79B1/82/0";"Exports When Visible";"可见时导出";;
"002A79B1/83/0";"Failed to open the file, please make sure the file path is valid.";"无法打开文件，请确认文件路径是否有效。";;
"002A79B1/84/0";"Bottom";"底部";;
"002A79B1/85/0";"Center";"居中";;
"002A79B1/86/0";"Centimeters";"厘米";;
"002A79B1/87/0";"Are you sure you want to delete the selected layer?";"您确认您想要删除所选择的条目？";;
"002A79B1/88/0";"All Supported Formats";"所有可支持的格式";;
"002A79B1/89/0";"Inches";"英寸";;
"002A79B1/90/0";"Invalid numeric value.";"无效的枚举数据：";;
"002A79B1/122/0";"The layer name is already used in the target document. Do you still want to create a new layer with the name?";"目标文档中已经存在这个图层名了。 您要继续用这个名字创建一个新的图层吗？";;
"002A79B1/91/0";"Left";"左";;
"002A79B1/92/0";"Millimeters";"毫米";;
"002A79B1/93/0";"&lt;No source file selected&gt;";"&lt;未选择源文件&gt;";;
"002A79B1/94/0";"&lt;No layer name specified&gt;";"&lt;未指定图层名称&gt;";;
"002A79B1/95/0";"None";"无";;
"002A79B1/96/0";"Appear behind page";"出现在页面后";;
"002A79B1/97/0";"Appear in front of page";"出现在页面前";;
"002A79B1/98/0";"Percent";"百分比";;
"002A79B1/99/0";"Picas";"派卡";;
"002A79B1/100/0";"Points";"点";;
"002A79B1/101/0";"Right";"右";;
"002A79B1/102/0";"Absolute";"绝对";;
"002A79B1/103/0";"Relative to target page";"与目标页的相对比例";;
"002A79B1/104/0";"Top";"顶部";;
"002A79B1/105/0";"This layer is locked. You cannot change its visibility setting.";"该图层已锁定。您无法更改其可见性设置。";;
"002A79B1/106/0";"This layer has been disabled because its parent layer has been disabled.";"该图层已被禁用，因为其父图层被禁用。";;
"002A79B1/107/0";"This operation cannot be undone. Would you like to proceed?";"该操作是不可逆的，您想继续吗？";;
"002A79B1/108/0";"Never Exports";"永不导出";;
"002A79B1/109/0";"Never Visible";"永不可见";;
"002A79B1/110/0";"Never Prints";"永不打印";;
"002A79B1/111/0";"Please specify a layer name.";"请指定图层名称。";;
"002A79B1/112/0";"No source file was specified. Please click Browse to locate a source file and then try again.";"未指定源文件。 请点击“浏览”查找源文件，然后重试。";;
"002A79B1/113/0";"Off";"关闭";;
"002A79B1/114/0";"On";"开启";;
"002A79B1/115/0";"Options";"选项";;
"002A79B1/116/0";"Prints When Visible";"可见时打印";;
"002A79B1/117/0";"%ls could not merge the layers. Please select the layer you want to merge into.";" %ls无法合并图层。请选择要合并到的图层。";;
"002A79B1/118/0";"%ls could not merge the layers. Please select the layer you want to merge first.";" %ls无法合并图层。请先选择要合并的图层。";;
"002A79B1/139/0";"Select All";"全选";;
"002A79B1/119/0";"The value must be between %d%[1] and %d%[2].";"数值必须介于%d%[1] 和%d%[2]之间。";;
"002A79B1/120/0";"Visible When On";"打开时可见";;
"002A79B1/121/0";"Layers";"图层";;
"002A79B1/141/0";"&amp;Layers";"层(&amp;L)";;
"002A79B1/140/0";"The XFA document is unsupported to operate.";"XFA文档不支持操作。";;
"002A79B1/135/0";"La&amp;yer Properties...";"图层属性(&amp;Y)...";;
"00175957/1/0";"Loupe Tool";"放大镜工具";;
"00175957/2/0";"%";"%";;
"00175957/3/0";"Lock";"锁定";;
"0309557D/1/0";"The LoupeTool plugin is used to view PDF contents with higher or lower zoom levels.";"LoupeTool插件将以更高/更低的缩放级别查看PDF内容。";;
"0309557D/2/0";"Copyright ? 2010-2026 Foxit Software Inc. All Rights Reserved.";"2010-2026 福昕软件 版权所有。";;
"0309557D/3/0";"Decrease the magnification of Loupe tool";"降低放大镜工具的放大倍率";;
"0309557D/4/0";"Increase the magnification of Loupe tool";"增加放大镜工具的放大倍率";;
